Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
"Dharti Pressidio, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,550.0,419.0,2.0,1,8500000,85000.0,21.0,15450.0,1.0,1.0
"Aghadi Nagar, Andheri East, Mumbai",Ready to move,Semi Furnished,1150.0,710.0,2.0,1,18000000,180000.0,12.0,15650.0,2.0,2.0
"Lokhandwala Green Meadows, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,660.0,520.0,1.0,1,13000000,130000.0,7.0,19700.0,2.0,2.0
"Babrekar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,410.0,304.9999753,1.0,1,5200000,51999.99579,24.0,12680.0,1.0,2.0
"Sea Lord, Cuffe Parade, Mumbai",Ready to move,Semi Furnished,1050.0,980.0,2.0,1,60000000,600000.0,17.0,57140.0,2.0,2.0
"Arkade Earth, Kanjurmarg East, Mumbai",Ready to move,Unfurnished,800.0,677.0,2.0,1,17400000,170000.0,22.0,21750.0,2.0,2.0
"Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,580.0,413.0,1.0,2,2600000,0.0,5.0,4480.0,1.0,1.0
"L And T Emerald Isle, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1123.0,1023.0,3.0,1,34400000,0.0,24.0,30630.0,3.0,3.0
"Oberoi park view tower, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,1830.0,1080.59804,3.0,2,32000000,32000000.0,22.0,17490.0,2.0,2.0
"Marol Village, Andheri East, Mumbai",Ready to move,Semi Furnished,700.0,684.2951476,1.0,1,19500000,19500000.0,11.0,27860.0,2.0,2.0
"Tirupati Tower, Saraf Chaudhary Nagar, Kandivali East, Mumbai",Ready to move,Fully Furnished,1975.0,1463.0,4.0,2,35000000,21696531.16,14.0,17720.0,4.0,4.0
"Godrej Tranquil, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,750.0,427.0,2.0,1,10000000,100000.0,21.0,13330.0,1.0,1.0
"KING APT, Kalina, Santacruz East, Mumbai",Ready to move,Semi Furnished,1650.0,1228.340209,2.0,2,40000000,40000000.0,11.0,24240.0,4.0,4.0
"Nirmal City Of Joy, Dharamveer Nagar, Mumbai",Ready to move,Unfurnished,1296.0,960.0,3.0,1,28000000,280000.0,27.0,21600.0,3.0,3.0
"Rajesh White City, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,802.0,486.0,2.0,1,12500000,130000.0,40.0,15590.0,1.0,1.0
"Satyam Springs, Govandi, Mumbai",Ready to move,Unfurnished,1080.0,865.0,3.0,1,32500000,0.0,22.0,30090.0,3.0,3.0
"Lalani Meadow Park, Gautam Nagar, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,950.0,700.0,2.0,1,23000000,230000.0,12.0,24210.0,2.0,2.0
"Indira Nagar, Bhayandar East, Mumbai",Ready to move,Semi Furnished,775.0,510.0,2.0,1,6499000,100000.0,7.0,8380.0,1.0,1.0
"Pandurang Wadi, Goregaon East, Mumbai",Ready to move,Fully Furnished,827.0,704.2245879,1.0,1,24000000,24000000.0,10.0,29020.0,3.0,2.0
"Omkar Alta Monte, Kurar Village, Malad East, Mumbai",Ready to move,Unfurnished,2450.0,1833.0,3.0,2,45000000,450000.0,53.0,18370.0,3.0,3.0
"Ajmera Greenfinity, Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,370.0,350.0,2.0,0,12000000,130000.0,22.0,32430.0,1.0,1.0
"Sadhana Apartment, Brahmnwada, Matunga East, Mumbai",Ready to move,Unfurnished,900.0,690.0,1.0,1,34000000,0.0,9.0,37780.0,2.0,2.0
"Mahakali Nagar, Mulund East, Mumbai",Ready to move,Unfurnished,500.0,410.0,2.0,2,11500000,110000.0,8.0,23000.0,1.0,1.0
"Ajmera Zeon, Bhakti Park, Wadala East, Mumbai",Ready to move,Unfurnished,1660.0,1500.0,3.0,2,60000000,600000.0,34.0,36140.0,3.0,3.0
"Sumit Greendale, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,952.0,725.0,1.0,3,4050000,665.8630566,7.0,4250.0,2.0,2.0
"Sindhi Society, Chembur, Mumbai",Ready to move,Fully Furnished,1500.0,1100.0,4.0,3,31500000,310000.0,6.0,21000.0,4.0,4.0
"Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,950.0,800.0,2.0,1,19000000,190000.0,17.0,20000.0,2.0,2.0
"Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,585.0,420.0,2.0,0,10000000,100000.0,7.0,17090.0,1.0,1.0
"Hiranandani Glen Dale, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,2125.0,1864.992459,2.0,2,80000000,800000.0,28.0,37650.0,3.0,4.0
"Greenwood Apartment, Gundavali, Andheri East, Mumbai",Ready to move,Semi Furnished,1150.0,749.0,2.0,1,26500000,260000.0,9.0,23040.0,2.0,2.0
"Ravi Gaurav Woods, Gaurav City, Mira Road East, Mumbai",Ready to move,Semi Furnished,1390.0,1000.0,3.0,2,9200000,150000.0,15.0,6620.0,3.0,3.0
"New Mhada Colony Malad West, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,225.0,369.6059909,1.0,0,3250000,66317.59277,7.0,14440.0,1.0,1.0
"Radius Epitome at Imperial Heights, Best Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,2400.0,1405.0,4.0,2,49500000,500000.0,45.0,20630.0,4.0,4.0
"Sheth Auris Serenity Tower 2, Kanchpada, Malad West, Mumbai",Ready to move,Unfurnished,1050.0,805.0,3.0,1,28000000,280000.0,58.0,26670.0,2.0,2.0
"Dharti Sai Deep Tower, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,530.0,335.0,2.0,2,2200000,44000.0,7.0,4150.0,1.0,1.0
" ratnadeep, Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,750.0,594.3509198,1.0,2,17000000,17000000.0,16.0,22670.0,2.0,1.0
"Tilak Nagar Sukh Sagar Chs ltd, Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,580.0,473.5241338,1.0,0,11000000,11000000.0,14.0,18960.0,1.0,1.0
"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,955.0,710.0,2.0,1,19000000,190000.0,18.0,19890.0,2.0,2.0
"Nahar Yarrow Yucca Vinca, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,1313.0,894.0,2.0,1,28000000,280000.0,22.0,21320.0,3.0,3.0
"Mira Road East, Mumbai",Ready to move,Semi Furnished,1150.0,666.0466164,3.0,1,10500000,10500000.0,12.0,9130.0,2.0,2.0
"Mahada New Tower, Chatrapati Shivaji Raje Complex, Kandivali West, Mumbai",Ready to move,Unfurnished,435.0,306.0,2.0,0,5400000,99999.0,24.0,12410.0,1.0,1.0
"Raheja Sherwood, Cama Industrial Estate, Goregaon East, Mumbai",Ready to move,Semi Furnished,1375.0,1100.0,3.0,1,35000000,8802680.073,16.0,25450.0,3.0,3.0
"MIDC, Mira Road East, Mumbai",Ready to move,Semi Furnished,680.0,494.0,2.0,2,6450000,120000.0,7.0,9480.0,1.0,1.0
"Runwal Elegante, Highland Park, Andheri West, Mumbai",Ready to move,Unfurnished,2250.0,1650.0,4.0,2,73000000,730000.0,32.0,32440.0,4.0,4.0
"Runwal Forest Tower 5 To 8, Kanjurmarg West, Mumbai",Ready to move,Semi Furnished,1200.0,771.0,2.0,1,19000000,190000.0,36.0,15830.0,2.0,2.0
"Satyam Springs, Deonar Village, Govandi, Mumbai",Ready to move,Unfurnished,677.0,465.0,2.0,1,16500000,0.0,22.0,24370.0,1.0,1.0
"Suvidha Jewel, LIC Housing Colony, Mulund East, Mumbai",Ready to move,Semi Furnished,1145.0,666.0,2.0,1,17800000,180000.0,18.0,15540.0,2.0,2.0
"Juhu abhishek, Four Bungalows, Andheri West, Mumbai",Ready to move,Fully Furnished,1100.0,965.7984786,2.0,1,30000000,30000000.0,10.0,27270.0,2.0,2.0
"Ashar Maple, Ghati Pada, Mulund West, Mumbai",Ready to move,Semi Furnished,705.0,611.7657333,1.0,1,13800000,0.0,31.0,19570.0,2.0,2.0
"palm islend 3, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,800.0,625.0,2.0,2,7500000,150000.0,7.0,9380.0,2.0,2.0
"Hiral Legacy, Siddhivinayak Society, Kandivali West, Mumbai",Ready to move,Semi Furnished,600.0,432.0,2.0,0,7850000,0.0,12.0,13080.0,1.0,1.0
"Chandak Paloma, Churi Wadi, Goregaon East, Mumbai",Ready to move,Semi Furnished,600.0,406.0,2.0,1,14000000,140000.0,19.0,23330.0,1.0,1.0
"Grenville Apartments, Anand Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1010.0,876.0,2.0,1,28500000,290000.0064,14.0,28220.0,2.0,2.0
"Trisul seven bunglow, Seven Bunglow, Andheri West, Mumbai",Ready to move,Semi Furnished,1000.0,700.8990909,1.0,1,27500000,27500000.0,7.0,27500.0,2.0,2.0
"Bhatia Esspee Tower, Siddharth Nagar, Borivali East, Mumbai",Ready to move,Fully Furnished,960.0,664.0,2.0,1,17300000,170000.0,28.0,18020.0,2.0,2.0
"DLH Mamta, D.N.Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1060.0,948.8511475,1.0,1,27000000,27000000.0,15.0,25470.0,2.0,2.0
"On request , SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,3000.0,2623.304326,2.0,3,180000000,180000000.0,15.0,60000.0,4.0,5.0
"Shraddha Autumn Park, Kanjurmarg East, Mumbai",Ready to move,Fully Furnished,455.0,350.0,1.0,1,8500000,85000.0,15.0,18680.0,1.0,1.0
"Sweta Apartment, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1050.0,650.0131655,1.0,1,17000000,17000000.0,15.0,16190.0,2.0,2.0
"Hubtown Harmony Matunga, Matunga East, Mumbai",Ready to move,Unfurnished,765.0,629.1614643,1.0,1,22500000,22500000.0,17.0,29410.0,1.0,2.0
"Nav Indraprastha CHS, Mulund East, Mumbai",Ready to move,Unfurnished,650.0,444.0,2.0,0,11200000,110000.0,7.0,17230.0,1.0,1.0
"Parinee Adney, Lal Bahadur Shastri Nagar, Dahisar West, Mumbai",Ready to move,Semi Furnished,1200.0,980.0,4.0,1,25000000,250000.0,15.0,20830.0,3.0,3.0
"Kamla enclave eksar borivali west, Eksar, Borivali West, Mumbai",Ready to move,Semi Furnished,500.0,408.4202666,1.0,1,11100000,11100000.0,8.0,22200.0,1.0,2.0
"Codename Above and Beyond, Yashodham, Goregaon East, Mumbai",Ready to move,Unfurnished,860.0,760.0,2.0,1,21000000,210000.0,38.0,24420.0,2.0,2.0
"Raheja Exotica, Pascal Wadi, Madh, Mumbai",Ready to move,Unfurnished,745.0,595.0,2.0,1,13500000,140000.0,20.0,18120.0,1.0,1.0
"Hindu Colony, Hindu Colony, Dadar East, Mumbai",Ready to move,Semi Furnished,1650.0,1234.02459,2.0,2,64500000,64500000.0,18.0,39090.0,3.0,3.0
"Ajmera Aeon, Bhakti Park, Wadala East, Mumbai",Ready to move,Fully Furnished,1250.0,1200.0,2.0,1,33000000,330000.0,33.0,26400.0,2.0,2.0
"Dosti Eastern Bay Phase 1, Antop Hill, Wadala, Mumbai",Ready to move,Semi Furnished,750.0,684.0,2.0,1,23900000,0.0,44.0,31870.0,2.0,2.0
"Juhu Tara, Juhu, Mumbai",Ready to move,Fully Furnished,2200.0,1500.0,3.0,2,160000000,1600000.0,7.0,72730.0,3.0,3.0
"Dheeraj Realty Dheeraj Insignia, Bandra Kurla Complex, Santacruz East, Mumbai",Ready to move,Unfurnished,1770.0,1475.0,3.0,1,55000000,550000.0,16.0,31070.0,3.0,3.0
"Chandivali, Powai, Mumbai",Ready to move,Unfurnished,570.0,440.0002879,1.0,1,9500000,95000.00271,7.0,16670.0,1.0,1.0
"Malad West sv road, Malvani, Malad West, Mumbai",Ready to move,Semi Furnished,500.0,414.0892468,1.0,1,11000000,11000000.0,7.0,22000.0,1.0,2.0
"Sunset-2 Cooperative Society, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,960.0,685.0,2.0,1,16500000,2531418.353,7.0,17190.0,2.0,2.0
"Dadar West, Mumbai",Ready to move,Semi Furnished,780.0,842.0954907,1.0,0,30000000,30000000.0,5.0,38460.0,2.0,2.0
"Kanungo Pinnacolo, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Fully Furnished,760.0,508.0,2.0,1,7149000,0.0,22.0,9410.0,1.0,1.0
"Runwal Bliss Wing C, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1437.0,965.0,3.0,2,35600000,350000.0,50.0,24770.0,3.0,3.0
"TRIMURTI, J B Nagar, Andheri East, Mumbai",Ready to move,Semi Furnished,950.0,849.0238154,1.0,1,26000000,26000000.0,7.0,27370.0,3.0,3.0
"Icon J 25 Mahavir Nagar CHS Ltd, Siddhivinayak Society, Kandivali West, Mumbai",Ready to move,Unfurnished,723.0,623.0,2.0,1,22500000,230000.0,20.0,31120.0,2.0,2.0
"Jp Esquire, Bhayandar East, Mumbai",Ready to move,Semi Furnished,1100.0,650.0,2.0,2,10500000,99000.0,22.0,9540.0,2.0,2.0
"New Nagpada, Madanpura, Mumbai",Ready to move,Unfurnished,742.0,450.0,1.0,0,16500000,160000.0,7.0,22240.0,1.0,1.0
"Rizvi Cedar in Malad East, Triveni Nagar, Malad East, Mumbai",Ready to move,Unfurnished,696.0,655.1010155,1.0,1,16500000,16500000.0,23.0,23710.0,2.0,2.0
"Agnel, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,1050.0,706.2007952,1.0,1,16300000,16300000.0,9.0,15520.0,2.0,2.0
"MICL Aradhya D And E Tower, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Unfurnished,594.0,495.0,2.0,1,10000000,7734244.985,30.0,16840.0,1.0,1.0
"Vinay Unique Imperia, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,800.0,532.2120641,3.0,1,3700000,20773.85137,15.0,4630.0,2.0,2.0
"Salsette 27, Byculla East, Byculla, Mumbai",Ready to move,Semi Furnished,1810.0,1596.0,3.0,3,95000000,950000.0,53.0,52490.0,3.0,3.0
"Ekveera chs dadar, Dadar West, Mumbai",Ready to move,Fully Furnished,660.0,554.2960801,1.0,0,25000000,25000000.0,7.0,37880.0,2.0,2.0
"vasudev sky height, Kanakia Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,910.0,445.434561,3.0,1,7950000,69136.14632,14.0,8740.0,1.0,2.0
"Siddheshwar heights nalasopara west, Wagholi, Nalasopara West, Mumbai",Ready to move,Unfurnished,450.0,382.9134667,2.0,0,2800000,54638.42208,7.0,6220.0,1.0,1.0
"Veena Serenity, Sai Baba Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1050.0,650.2048432,1.0,1,14900000,160000.0,15.0,14170.0,2.0,2.0
"Brahmnwada, Matunga East, Mumbai",Ready to move,Unfurnished,500.0,686.0361299,1.0,1,21500000,21500000.0,42.0,43000.0,1.0,2.0
"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1300.0,1234.092686,1.0,1,50000000,50000000.0,25.0,38460.0,3.0,3.0
"Lodha World One, Lower Parel, Mumbai",Ready to move,Fully Furnished,3600.0,2700.0,5.0,3,177500000,1780000.0,79.0,49300.0,4.0,4.0
"Sabari Ashville, Ghatla, Chembur, Mumbai",Ready to move,Semi Furnished,1320.0,1067.254359,2.0,1,44000000,5225430.013,21.0,33330.0,3.0,4.0
"Khar West, Mumbai",Ready to move,Fully Furnished,725.0,599.6739175,3.0,1,25000000,25000000.0,7.0,34480.0,2.0,2.0
"Aristo Pearl Residency, Prabhadevi, Mumbai",Ready to move,Unfurnished,1600.0,1525.0,4.0,2,75000000,750000.0,27.0,46880.0,4.0,4.0
"Monarch Hill Crest, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,1200.0,1000.0,3.0,1,30000000,300000.0,7.0,25000.0,3.0,3.0
"JP North Imperia Tower 2, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Unfurnished,990.0,652.0,2.0,2,10500000,150000.0,23.0,10610.0,2.0,2.0
"Sagar Avenue ll, Vakola, Santacruz East, Mumbai",Ready to move,Unfurnished,1477.0,1055.0,3.0,1,29000000,0.0,12.0,19630.0,3.0,3.0
"Sanghvi Sanghvi Empire, Naya Nagar, Mira Road East, Mumbai",Ready to move,Fully Furnished,850.0,675.0,2.0,1,10000000,375550.8257,7.0,11760.0,2.0,2.0
"Thapar Suburbia, Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,850.0,726.0,1.0,1,21000000,0.0,19.0,24700.0,2.0,2.0
"Mehdi Villa, Bandra West, Mumbai",Ready to move,Semi Furnished,700.0,475.0,2.0,1,20000000,0.0,3.0,28570.0,1.0,1.0
"Kole Kalyan, Vakola, Santacruz East, Mumbai",Ready to move,Fully Furnished,894.0,405.4154533,1.001660446,1,10100000,10100000.0,6.0,11280.0,2.0,1.0
"REDWOODS, Mulund West, Mumbai",Ready to move,Semi Furnished,1160.0,948.2907687,1.0,2,23500000,23500000.0,8.0,20260.0,3.0,2.0
"Godrej Tranquil, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,615.0,425.0,2.0,1,10000000,0.0,21.0,16260.0,1.0,1.0
"Bholenath Aryan Anchal, Chembur, Mumbai",Ready to move,Unfurnished,1505.0,1080.0,3.0,1,35200000,360000.0,7.0,23360.0,3.0,3.0
"Hanuman Nagar, Worli, Mumbai",Ready to move,Semi Furnished,1665.0,1420.427712,1.0,1,95000000,95000000.0,7.0,57060.0,3.0,2.0
"DB Ozone, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Unfurnished,882.0,627.0,2.0,2,7500000,79999.0,19.0,8500.0,1.0,1.0
"Ruturaj Tower, Wagholi, Nalasopara West, Mumbai",Ready to move,Semi Furnished,865.0,544.1925358,3.0,1,4900000,95784.51316,7.0,5660.0,2.0,1.0
"Ram Ashish, Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Semi Furnished,1000.0,849.8757259,1.0,1,22500000,22500000.0,8.0,22500.0,3.0,2.0
"Riddhi Tower, Malad East, Mumbai",Ready to move,Semi Furnished,835.0,658.8935547,1.0,2,17800000,2012531.149,16.0,21360.0,3.0,3.0
"Babrekar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,410.0,579.5765719,1.0,1,5250000,94393.76825,24.0,12800.0,1.0,2.0
"Near Ganesh Tolkiz, Hanuman Chowk, Mulund East, Mumbai",Ready to move,Unfurnished,550.0,422.3330399,1.0,1,10500000,10500000.0,7.0,19090.0,1.0,2.0
"Oberoi EXQUISITE, Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,1600.0,1302.211166,1.0,3,65000000,65000000.0,40.0,40630.0,3.0,3.0
"Vijay Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,975.0,713.3232775,3.0,2,10500000,200000.0,7.0,10770.0,3.0,3.0
"The Address, Ghodbander Village, Ghodbander, Mumbai",Ready to move,Unfurnished,510.0,409.698834,1.192082926,1,7800000,57001.15185,7.0,15290.0,1.0,1.0
"K Raheja Heights, Sankalp Colony, Malad East, Mumbai",Ready to move,Semi Furnished,1510.0,1046.628703,1.0,2,27700000,279941.524,20.0,18340.0,3.0,3.0
"Asha Nagar, Kandivali East, Mumbai",Ready to move,Semi Furnished,680.0,470.0,2.0,1,9500000,95000.0,7.0,13970.0,1.0,1.0
"Godrej The Trees Residential Phase 1, Pirojshanagar, Vikhroli East, Mumbai",Ready to move,Semi Furnished,780.0,465.0,2.0,2,19200000,16901.82422,18.0,24610.0,1.0,1.0
"Shree Krishna Residency, Jethava Nagar, Kandivali West, Mumbai",Ready to move,Semi Furnished,952.0,733.0,2.0,1,24000000,0.0,21.0,25210.0,2.0,2.0
"Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,860.0,640.0,2.0,1,16500000,160000.0,7.0,19190.0,2.0,2.0
"Runwal Greens, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1400.0,1382.0,3.0,4,38000000,380000.0,38.0,27140.0,4.0,4.0
"JP North Phase 3 Estella, Beverly Park, Mira Road East, Mumbai",Ready to move,Unfurnished,1060.0,650.0,2.0,2,11500000,755774.0824,20.0,10850.0,2.0,2.0
"Dharti Pressidio, Ambedkar Nagar, Kandivali West, Mumbai",Ready to move,Unfurnished,750.0,585.0,2.0,0,12800000,11990199.67,22.0,17070.0,2.0,2.0
"Palms 1 Apartment chs Royal palms Goregaon east, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,764.0,433.1284849,1.0,1,8000000,19107.47115,8.0,10470.0,2.0,2.0
"L Nagpal N N Tower, Khar West, Mumbai",Ready to move,Semi Furnished,520.0,500.0,2.0,1,30000000,300000.0,11.0,57690.0,1.0,1.0
"Raheja Exotica Sorento, Pascal Wadi, Madh, Mumbai",Ready to move,Unfurnished,1680.0,1119.0,3.0,2,32000000,320000.0,36.0,19050.0,3.0,3.0
"Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,864.0,710.5237714,1.0,1,25000000,25000000.0,15.0,28930.0,3.0,3.0
"Sheth Montana, Mulund Colony, Mulund West, Mumbai",Ready to move,Unfurnished,1060.0,760.0,3.0,2,30000000,300000.0,39.0,28300.0,3.0,3.0
"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,955.0,710.0,2.0,1,19200000,190000.0,18.0,20100.0,2.0,2.0
"Sunteck West World 2 Tivri Naigaon East, Naigaon East, Mumbai",Ready to move,Unfurnished,570.0,392.0,2.0,1,3500000,70000.0,22.0,6140.0,1.0,1.0
"Charkop sect 2, Charkop Gaon, Kandivali West, Mumbai",Ready to move,Semi Furnished,1750.0,777.4083526,1.0,1,21000000,21000000.0,8.166492783,12000.0,2.0,2.0
"Om Sai Charan Residency, Mira Road East, Mumbai",Ready to move,Semi Furnished,650.0,450.0130505,2.0,1,6300000,52882.61864,7.0,9690.0,1.0,1.0
"Sunteck Signia High, Asha Nagar, Borivali East, Mumbai",Ready to move,Fully Furnished,3350.0,2500.0,3.0,2,70000000,700000.0,30.0,20890.0,4.0,4.0
"Khar West, Mumbai",Ready to move,Semi Furnished,6400.0,2473.077819,1.0,2,175000000,175000000.0,17.0,27340.0,4.0,4.0
"Runwal Forest Tower 5 To 8, Kanjurmarg West, Mumbai",Ready to move,Semi Furnished,1050.0,661.0,2.0,2,17500000,180000.0,36.0,16670.0,2.0,2.0
"Heritage Vijaya Heritage, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1670.0,1050.0,3.0,2,35000000,350000.0064,12.0,20960.0,3.0,3.0
"Concrete Ram Prabha, Vallabh NagarSwastik Nagar, Juhu, Mumbai",Ready to move,Fully Furnished,2000.0,1700.0,3.0,3,72500000,730000.0,7.0,36250.0,4.0,4.0
"Bombay Kritika Tower, Union Park, Chembur, Mumbai",Ready to move,Fully Furnished,1650.0,1350.0,3.0,1,58000000,57991133.58,17.0,35150.0,3.0,3.0
"Seven Eleven Apna Ghar Phase II NX, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,570.0,425.0,2.0,1,4491000,0.0,21.0,7880.0,1.0,1.0
"Lodha Marquise, Siddharth Nagar, Worli, Mumbai",Ready to move,Unfurnished,2150.0,1526.0,4.0,3,80000000,750000.0,72.0,37210.0,4.0,4.0
"Kalpataru Crest Wing B Avalon, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,1250.0,807.0,2.0,1,19300000,76722.30556,36.0,15440.0,2.0,2.0
"Charkop Industrial Estate, Kandivali West, Mumbai",Ready to move,Unfurnished,420.0,305.0,1.0,0,5200000,52000.0,24.0,12380.0,1.0,1.0
"Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,987.0,850.0156961,1.0,1,44000000,44000000.0,35.0,44580.0,3.0,2.0
"best project, Chembur, Mumbai",Ready to move,Unfurnished,800.0,700.0013351,1.0,1,24000000,24000000.0,14.0,30000.0,2.0,2.0
"Beverly Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,585.0,424.9845805,1.0,1,6500000,130176.9346,9.0,11110.0,1.0,1.0
"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1550.0,1150.0,3.0,2,50000000,500000.0,21.0,32260.0,3.0,3.0
"Ajmera Beverly Hills and Royal Empire, Shastri Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1500.0,1270.0,3.0,1,47500000,480000.0,23.0,31670.0,3.0,3.0
"Romell Diva Apartments, Somwari Bazar, Malad West, Mumbai",Ready to move,Semi Furnished,1200.0,930.0,3.0,1,28000000,19770139.33,23.0,23330.0,3.0,3.0
"Oberoi maxima, Aarey Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,1900.0,1366.994713,1.0,2,70000000,70000000.0,27.0,36840.0,3.0,3.0
"Hiranandani Gardens Glen Ridge, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,2751.0,2195.0,4.0,3,100000000,1000000.0,32.0,36350.0,4.0,4.0
"Runwal Forest Tower 1 To 4, Kanjurmarg West, Mumbai",Ready to move,Fully Furnished,1960.0,1130.0,3.0,3,40000000,400000.0,48.0,20410.0,3.0,3.0
"Gurukrupa Marina Enclave, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,850.0,638.0,2.0,1,14100000,0.0,23.0,16590.0,2.0,2.0
"Rizvi Cedar, Malad East, Mumbai",Ready to move,Semi Furnished,810.0,600.0,2.0,1,14900000,146390.2707,22.0,18390.0,2.0,2.0
"Prakash Two Roses, Bandra West, Mumbai",Ready to move,Unfurnished,1800.0,1600.0,4.0,3,125000000,1250000.0,16.0,69440.0,4.0,4.0
"Puraniks Rumah Bali, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,650.0,435.0,2.0,1,6600000,66000.0,26.0,10150.0,1.0,1.0
"Bhairav Residency, Kanakia Park, Mira Road East, Mumbai",Ready to move,Unfurnished,1000.0,769.5208628,1.000467884,1,13000000,13000000.0,16.0,13000.0,2.0,2.0
"Tagore Nagar, Vikhroli East, Mumbai",Ready to move,Semi Furnished,620.0,530.0,2.0,2,11800000,120000.0,21.0,19030.0,2.0,2.0
"Parthemesh Heritage, Silver Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,1025.0,716.7542134,1.0,1,11500000,11500000.0,12.0,11220.0,2.0,2.0
"Konark Alpha Residency, Govind Nagar, Borivali West, Mumbai",Ready to move,Unfurnished,1046.0,872.0,3.0,2,30500000,1080349.529,9.0,29160.0,3.0,3.0
"Parikh Peninsula Park, Y K Nagar, Virar West, Mumbai",Ready to move,Semi Furnished,950.0,615.0,2.0,1,7000000,100000.0,7.0,7370.0,2.0,2.0
"Serenity Tower, Anand Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,720.0,720.0,2.0,1,21000000,210000.0,7.0,29170.0,2.0,2.0
